Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_1618_Bin_132_scaffold_102966_2	GT4(195-326)	GT4(114)	-	N	2
Meg22_1618_Bin_132_scaffold_106113_2	GH29(10-272)	GH29(39)	GH29	N	3
Meg22_1618_Bin_132_scaffold_108801_2	GH163(205-462)	-	-	N	1
Meg22_1618_Bin_132_scaffold_111984_4	CE11(9-221)	-	-	N	1
Meg22_1618_Bin_132_scaffold_113094_3	CBM9(183-362)	-	-	N	1
Meg22_1618_Bin_132_scaffold_12749_7	CE4(260-381)	-	-	N	1
Meg22_1618_Bin_132_scaffold_137413_1	GH57(2-398)	GH57(20)	GH57	N	3
Meg22_1618_Bin_132_scaffold_145419_2	GH109(5-119)	-	-	N	1
Meg22_1618_Bin_132_scaffold_156235_1	GH163(190-438)	-	-	N	1
Meg22_1618_Bin_132_scaffold_16193_3	GT2_Glyco_tranf_2_3(15-259)	-	-	N	1
Meg22_1618_Bin_132_scaffold_19216_9	GH127(33-534)	GH127(1)	GH127	N	3
Meg22_1618_Bin_132_scaffold_210407_1	GH109(5-119)	-	-	N	1
Meg22_1618_Bin_132_scaffold_21295_7	GH163(103-367)	-	-	N	1
Meg22_1618_Bin_132_scaffold_22975_1	GH165(9-455)	-	-	N	1
Meg22_1618_Bin_132_scaffold_22975_3	GH33(38-343)	-	-	N	1
Meg22_1618_Bin_132_scaffold_245006_3	GH51(9-289)	-	-	N	1
Meg22_1618_Bin_132_scaffold_27435_3	GH109(11-115)	-	-	N	1
Meg22_1618_Bin_132_scaffold_27435_4	CBM9(14-212)+GH42(454-758)	-	-	N	1
Meg22_1618_Bin_132_scaffold_27448_2	GT19(13-369)	-	-	N	1
Meg22_1618_Bin_132_scaffold_27721_5	GT83(90-408)	-	-	N	1
Meg22_1618_Bin_132_scaffold_27721_6	GT2_Glycos_transf_2(9-175)	-	-	N	1
Meg22_1618_Bin_132_scaffold_27868_4	GH109(4-119)	-	-	N	1
Meg22_1618_Bin_132_scaffold_28123_2	PL10_3(113-367)	-	-	N	1
Meg22_1618_Bin_132_scaffold_29675_1	GH165(20-423)	-	-	N	1
Meg22_1618_Bin_132_scaffold_315998_2	GT4(91-231)	-	-	N	1
Meg22_1618_Bin_132_scaffold_315998_3	GT4(23-176)	-	-	N	1
Meg22_1618_Bin_132_scaffold_31753_3	GT4(213-366)	-	-	N	1
Meg22_1618_Bin_132_scaffold_32543_2	GH109(5-118)	-	-	N	1
Meg22_1618_Bin_132_scaffold_32866_2	GH5(65-309)	-	-	N	1
Meg22_1618_Bin_132_scaffold_32999_9	GT4(16-163)	-	-	N	1
Meg22_1618_Bin_132_scaffold_37143_1	GH4(5-182)	-	-	N	1
Meg22_1618_Bin_132_scaffold_37143_4	GH163(214-471)	-	-	N	1
Meg22_1618_Bin_132_scaffold_37251_4	AA6(3-155)	-	-	N	1
Meg22_1618_Bin_132_scaffold_38026_3	CE4(20-190)	-	-	N	1
Meg22_1618_Bin_132_scaffold_40516_1	GT2_Glycos_transf_2(4-127)	-	-	N	1
Meg22_1618_Bin_132_scaffold_41258_6	GH2(383-781)	-	-	N	1
Meg22_1618_Bin_132_scaffold_45058_3	PL10_3(471-575)	-	-	N	1
Meg22_1618_Bin_132_scaffold_45265_2	GH4(5-183)	-	GH4	N	2
Meg22_1618_Bin_132_scaffold_47907_4	PL10(401-565)	-	-	N	1
Meg22_1618_Bin_132_scaffold_48153_2	GT4(193-337)	GT4(170)	-	N	2
Meg22_1618_Bin_132_scaffold_49215_1	GH133(291-457)	GH133(1)	GH133	N	3
Meg22_1618_Bin_132_scaffold_57460_2	CBM9(42-190)	-	-	N	1
Meg22_1618_Bin_132_scaffold_61005_1	GH109(5-113)	-	-	N	1
Meg22_1618_Bin_132_scaffold_61005_2	GT2_Glycos_transf_2(6-134)	-	-	N	1
Meg22_1618_Bin_132_scaffold_61377_2	GH32(16-281)	-	-	N	1
Meg22_1618_Bin_132_scaffold_64498_4	GH109(4-119)	-	-	N	1
Meg22_1618_Bin_132_scaffold_65811_2	GH165(21-485)	-	-	N	1
Meg22_1618_Bin_132_scaffold_65811_3	GH33(30-302)	-	-	N	1
Meg22_1618_Bin_132_scaffold_68083_1	GH148(82-233)	-	-	N	1
Meg22_1618_Bin_132_scaffold_68083_2	CE4(289-411)	CE4(111)	-	N	2
Meg22_1618_Bin_132_scaffold_68602_2	PL1_2(80-285)	-	-	N	1
Meg22_1618_Bin_132_scaffold_69212_1	GH129(2-437)	-	-	N	1
Meg22_1618_Bin_132_scaffold_71050_2	GH106(1-682)	-	-	N	1
Meg22_1618_Bin_132_scaffold_71928_2	CE4(63-191)	CE4(104)	-	N	2
Meg22_1618_Bin_132_scaffold_74577_1	GH106(7-776)	-	-	N	1
Meg22_1618_Bin_132_scaffold_75822_2	CE14(60-220)	-	-	N	1
Meg22_1618_Bin_132_scaffold_77987_1	GT4(195-345)	-	-	N	1
Meg22_1618_Bin_132_scaffold_78566_1	GH33(8-282)	-	-	N	1
