Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Meg22_810_Bin_187_scaffold_10468_4	CBM9(55-224)	-	-	N	1
Meg22_810_Bin_187_scaffold_11731_12	GT26(404-572)	GT26(92)	-	N	2
Meg22_810_Bin_187_scaffold_11731_2	GH163(229-492)	-	-	N	1
Meg22_810_Bin_187_scaffold_11731_3	CE14(6-110)	-	-	N	1
Meg22_810_Bin_187_scaffold_11731_5	GH165(80-485)	-	-	N	1
Meg22_810_Bin_187_scaffold_11851_15	GT4(202-357)	-	-	N	1
Meg22_810_Bin_187_scaffold_11851_16	GT4(2-138)	-	-	N	1
Meg22_810_Bin_187_scaffold_11851_22	GT2_Glycos_transf_2(12-179)	-	-	N	1
Meg22_810_Bin_187_scaffold_11851_7	GH15(270-630)	-	-	N	1
Meg22_810_Bin_187_scaffold_11973_8	CE7(129-298)	-	-	N	1
Meg22_810_Bin_187_scaffold_120425_2	GH151(32-162)	GH151(1)	GH151	N	3
Meg22_810_Bin_187_scaffold_13504_18	GH109(5-119)	-	-	N	1
Meg22_810_Bin_187_scaffold_13504_20	GH20(156-400)	-	-	N	1
Meg22_810_Bin_187_scaffold_13620_10	CE11(9-272)	-	-	N	1
Meg22_810_Bin_187_scaffold_14305_6	GH26(147-282)	GH26(13)	-	N	2
Meg22_810_Bin_187_scaffold_15126_8	GH38(94-354)	GH38(6)	GH38	N	3
Meg22_810_Bin_187_scaffold_151890_4	GT4(261-415)	-	-	N	1
Meg22_810_Bin_187_scaffold_15946_4	GT4(214-361)	-	-	N	1
Meg22_810_Bin_187_scaffold_17806_7	GH127(33-534)	GH127(1)	GH127	N	3
Meg22_810_Bin_187_scaffold_183343_2	CE4(108-223)	-	-	N	1
Meg22_810_Bin_187_scaffold_18435_11	GH116(433-774)	GH116(4)	GH116	N	3
Meg22_810_Bin_187_scaffold_18435_3	GH106(9-963)	-	-	N	1
Meg22_810_Bin_187_scaffold_18435_8	GT4(229-387)	-	-	N	1
Meg22_810_Bin_187_scaffold_19654_3	GT2_Glycos_transf_2(9-141)	GT2(6)	-	N	2
Meg22_810_Bin_187_scaffold_19654_6	CE4(20-190)	-	-	N	1
Meg22_810_Bin_187_scaffold_19654_8	CBM67(26-185)+GH78(271-769)	GH78(45)+CBM67(2)	GH78	N	3
Meg22_810_Bin_187_scaffold_19654_9	GT51(75-196)	GT51(13)	-	N	2
Meg22_810_Bin_187_scaffold_20006_2	GH163(233-490)	-	-	N	1
Meg22_810_Bin_187_scaffold_20119_2	CBM9(44-200)	-	-	N	1
Meg22_810_Bin_187_scaffold_20361_11	GT4(225-351)	-	-	N	1
Meg22_810_Bin_187_scaffold_20538_12	GH163(214-471)	-	-	N	1
Meg22_810_Bin_187_scaffold_20538_5	PL10_3(178-340)	-	-	N	1
Meg22_810_Bin_187_scaffold_20697_9	GT4(193-337)	GT4(170)	-	N	2
Meg22_810_Bin_187_scaffold_20900_6	CE14(7-117)	-	-	N	1
Meg22_810_Bin_187_scaffold_210327_3	CE14(6-110)	CE14(44)	-	N	2
Meg22_810_Bin_187_scaffold_21344_7	AA4(8-239)	-	-	N	1
Meg22_810_Bin_187_scaffold_21917_4	GH109(2-127)	-	-	N	1
Meg22_810_Bin_187_scaffold_23520_7	PL10(401-564)	-	-	N	1
Meg22_810_Bin_187_scaffold_23526_9	GH133(291-643)	GH133(1)	GH133	N	3
Meg22_810_Bin_187_scaffold_23642_5	GH57(24-469)	GH57(20)	GH57	N	3
Meg22_810_Bin_187_scaffold_23998_2	CE7(62-235)	-	-	N	1
Meg22_810_Bin_187_scaffold_24616_2	PL15(494-626)	-	-	N	1
Meg22_810_Bin_187_scaffold_24616_3	GH109(5-127)	-	-	N	1
Meg22_810_Bin_187_scaffold_25102_3	GT2_Glycos_transf_2(6-165)	-	-	N	1
Meg22_810_Bin_187_scaffold_2544_26	GH148(82-233)	-	-	N	1
Meg22_810_Bin_187_scaffold_2544_27	CE4(421-543)	CE4(111)	-	N	2
Meg22_810_Bin_187_scaffold_2544_6	GH4(5-183)	-	GH4	N	2
Meg22_810_Bin_187_scaffold_27281_7	GH33(21-333)	-	-	N	1
Meg22_810_Bin_187_scaffold_2828_12	GH106(7-748)	-	GH106	N	2
Meg22_810_Bin_187_scaffold_2828_21	CBM9(79-248)	-	-	N	1
Meg22_810_Bin_187_scaffold_2828_22	GH140(101-539)	-	GH140	N	2
Meg22_810_Bin_187_scaffold_2828_23	PL10_3(438-561)	-	-	N	1
Meg22_810_Bin_187_scaffold_28702_9	CE4(11-146)	-	-	N	1
Meg22_810_Bin_187_scaffold_3039_16	GH109(4-119)	-	-	N	1
Meg22_810_Bin_187_scaffold_3045_33	GH23(72-183)	GH23(119)	-	N	2
Meg22_810_Bin_187_scaffold_3065_24	GH5(65-309)	-	-	N	1
Meg22_810_Bin_187_scaffold_3133_14	PL10_3(471-575)	-	-	N	1
Meg22_810_Bin_187_scaffold_31878_4	GT2_Glycos_transf_2(4-127)	-	-	N	1
Meg22_810_Bin_187_scaffold_3227_11	PL10(516-679)	-	-	N	1
Meg22_810_Bin_187_scaffold_3227_13	GH33(29-314)	-	-	N	1
Meg22_810_Bin_187_scaffold_3227_21	GT19(13-369)	-	-	N	1
Meg22_810_Bin_187_scaffold_3227_23	GT30(50-232)	GT30(17)	-	N	2
Meg22_810_Bin_187_scaffold_33417_5	AA6(13-154)	-	-	N	1
Meg22_810_Bin_187_scaffold_34414_3	CBM9(42-190)	-	-	N	1
Meg22_810_Bin_187_scaffold_35839_1	GH33(20-270)	-	-	N	1
Meg22_810_Bin_187_scaffold_35839_7	GH109(43-119)	-	-	N	1
Meg22_810_Bin_187_scaffold_36265_2	GH165(9-455)	-	-	N	1
Meg22_810_Bin_187_scaffold_37167_1	GH129(24-609)	-	-	N	1
Meg22_810_Bin_187_scaffold_37167_3	GH140(152-537)	-	-	N	1
Meg22_810_Bin_187_scaffold_3815_17	GT4(209-360)	-	-	N	1
Meg22_810_Bin_187_scaffold_3815_2	GH51(17-302)	-	-	N	1
Meg22_810_Bin_187_scaffold_3815_7	CBM9(184-382)+GH42(624-928)	-	-	N	1
Meg22_810_Bin_187_scaffold_3815_8	GH109(11-115)	-	-	N	1
Meg22_810_Bin_187_scaffold_38479_7	GH4(3-155)	-	-	N	1
Meg22_810_Bin_187_scaffold_3995_2	GT83(90-409)	-	-	N	1
Meg22_810_Bin_187_scaffold_3995_3	GT2_Glycos_transf_2(9-175)	-	-	N	1
Meg22_810_Bin_187_scaffold_40179_1	PL10(113-234)	-	-	N	1
Meg22_810_Bin_187_scaffold_40649_4	GH141(32-305)	-	GH0	N	2
Meg22_810_Bin_187_scaffold_41193_1	GT83(18-544)	GT83(20)	-	N	2
Meg22_810_Bin_187_scaffold_41410_1	GH165(4-274)	-	-	N	1
Meg22_810_Bin_187_scaffold_41410_2	GH33(43-315)	-	-	N	1
Meg22_810_Bin_187_scaffold_41452_4	GH95(14-710)	-	GH95	N	2
Meg22_810_Bin_187_scaffold_4504_1	GH163(221-485)	-	-	N	1
Meg22_810_Bin_187_scaffold_46657_3	GT2_Glyco_tranf_2_3(15-259)	-	-	N	1
Meg22_810_Bin_187_scaffold_50023_3	GH51(61-536)	-	-	N	1
Meg22_810_Bin_187_scaffold_5071_7	GT28(190-352)	GT28(5)	-	N	2
Meg22_810_Bin_187_scaffold_5100_1	GT83(95-386)	-	-	N	1
